ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
18520,female,group d,some college,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,71,86,86
18521,female,group b,associate's degree,standard,none,divorced,regularly,no,3.0,private,< 5,72,74,81
18522,female,group d,high school,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,73,65,73
18523,female,group c,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,62,68,70
18524,male,group a,master's degree,free/reduced,none,divorced,sometimes,no,2.0,school_bus,< 5,48,48,42
18525,male,unknown,some college,standard,none,divorced,regularly,yes,3.0,private,> 10,76,71,67
18526,male,group d,some college,standard,none,single,sometimes,yes,0.0,school_bus,< 5,53,47,47
18527,female,group b,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,55,71,75
18528,female,group b,some college,standard,none,divorced,sometimes,yes,3.0,school_bus,> 10,71,73,83
18529,female,unknown,high school,standard,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,47,56,56
18530,female,group c,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,51,65,58
18531,female,group d,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,74,72,77
18532,female,group d,unknown,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,86,90,94
18533,male,group b,high school,standard,none,married,sometimes,no,4.0,private,5 - 10,49,52,43
18534,female,group b,some high school,free/reduced,none,single,regularly,yes,2.0,school_bus,5 - 10,44,59,54
18535,male,group d,unknown,free/reduced,none,single,regularly,no,1.0,school_bus,5 - 10,74,64,56
18536,male,group e,some college,standard,none,married,regularly,no,7.0,private,< 5,99,88,84
18537,female,unknown,associate's degree,standard,completed,single,regularly,yes,0.0,private,5 - 10,89,100,100
18538,male,group c,some high school,free/reduced,completed,single,regularly,no,4.0,private,unknown,66,70,65
18539,male,group e,associate's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,> 10,97,91,90
18540,male,group b,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,58,64,63
18541,female,group c,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,73,86,83
18542,male,unknown,some high school,free/reduced,none,divorced,sometimes,no,0.0,private,> 10,54,46,40
18543,female,group c,high school,free/reduced,none,married,sometimes,unknown,2.0,private,< 5,70,72,73
18544,male,group e,associate's degree,standard,none,married,regularly,no,7.0,unknown,5 - 10,53,53,49
18545,male,group c,bachelor's degree,standard,none,married,regularly,yes,4.0,private,< 5,95,94,88
18546,male,group a,some college,standard,none,single,sometimes,no,0.0,school_bus,5 - 10,47,56,45
18547,female,group c,high school,standard,none,single,never,yes,1.0,school_bus,5 - 10,61,60,62
18548,male,group d,some high school,standard,none,single,sometimes,yes,1.0,school_bus,> 10,69,66,67
18549,female,group b,high school,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,52,63,64
18550,male,unknown,some high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,73,68,58
18551,male,group a,some college,free/reduced,none,married,regularly,yes,3.0,private,< 5,54,44,43
18552,male,group e,high school,standard,none,single,regularly,yes,3.0,school_bus,> 10,92,74,75
18553,female,group e,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,81,88,84
18554,female,group c,bachelor's degree,standard,unknown,single,sometimes,no,3.0,private,unknown,88,95,97
18555,male,unknown,unknown,free/reduced,unknown,married,regularly,yes,3.0,private,< 5,56,44,47
18556,male,group b,unknown,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,77,63,60
18557,female,group d,unknown,standard,none,married,regularly,no,3.0,private,> 10,95,100,96
18558,female,group c,high school,standard,none,married,never,no,2.0,private,> 10,52,56,58
18559,female,group b,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,73,71,74
18560,male,group d,some high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,67,54,55
18561,female,group d,master's degree,standard,completed,married,sometimes,no,0.0,private,5 - 10,44,57,61
18562,female,group c,some high school,free/reduced,completed,married,regularly,yes,0.0,school_bus,< 5,72,84,79
18563,female,group a,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,25,45,42
18564,female,group c,master's degree,standard,none,divorced,never,no,3.0,private,5 - 10,56,62,63
18565,female,group d,master's degree,standard,none,married,never,yes,1.0,private,5 - 10,65,77,79
18566,female,group d,some college,standard,none,divorced,sometimes,unknown,3.0,school_bus,unknown,64,80,75
18567,male,group c,some high school,standard,completed,married,sometimes,unknown,1.0,school_bus,> 10,69,65,68
18568,male,unknown,some high school,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,50,60,52
18569,male,group b,high school,standard,none,divorced,sometimes,no,4.0,school_bus,> 10,93,78,78
18570,male,unknown,some high school,free/reduced,unknown,married,sometimes,yes,5.0,private,5 - 10,50,55,44
18571,female,group c,some college,standard,completed,unknown,regularly,yes,2.0,school_bus,unknown,88,95,96
18572,male,group c,unknown,standard,none,married,regularly,no,4.0,unknown,5 - 10,76,65,66
18573,male,group b,bachelor's degree,free/reduced,unknown,single,regularly,no,3.0,unknown,5 - 10,47,46,39
18574,female,group b,some high school,standard,none,married,never,yes,3.0,private,5 - 10,45,53,48
18575,female,group a,associate's degree,standard,none,single,never,no,2.0,school_bus,5 - 10,82,81,78
18576,male,group b,bachelor's degree,free/reduced,none,divorced,regularly,yes,2.0,school_bus,< 5,46,51,42
18577,male,group d,unknown,standard,completed,married,sometimes,no,2.0,school_bus,> 10,100,97,100
18578,male,group a,high school,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,47,54,56
18579,female,group c,some high school,standard,completed,married,sometimes,no,4.0,private,5 - 10,78,87,84
18580,female,group d,some high school,free/reduced,completed,married,regularly,yes,3.0,private,unknown,49,63,70
18581,male,group d,master's degree,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,71,68,64
18582,female,unknown,some college,standard,none,married,regularly,yes,1.0,unknown,5 - 10,48,51,57
18583,male,group c,unknown,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,76,64,67
18584,female,unknown,some high school,standard,none,married,sometimes,no,6.0,school_bus,5 - 10,45,67,65
18585,male,group c,some college,standard,none,married,sometimes,yes,4.0,private,5 - 10,43,47,36
18586,male,group d,master's degree,free/reduced,unknown,single,regularly,yes,0.0,school_bus,< 5,59,57,63
18587,male,group c,associate's degree,standard,none,single,sometimes,yes,2.0,unknown,5 - 10,60,49,46
18588,female,group c,some high school,free/reduced,none,single,sometimes,yes,1.0,private,unknown,64,82,77
18589,female,group c,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,41,51,46
18590,male,group c,associate's degree,free/reduced,completed,married,sometimes,yes,1.0,private,unknown,46,46,47
18591,female,group c,unknown,standard,none,married,sometimes,no,2.0,school_bus,< 5,64,74,75
18592,female,group c,bachelor's degree,free/reduced,none,married,sometimes,no,5.0,private,< 5,38,52,50
18593,male,group d,some high school,standard,completed,married,regularly,yes,1.0,private,5 - 10,86,89,84
18594,female,group a,associate's degree,standard,unknown,single,regularly,yes,5.0,school_bus,< 5,75,75,78
18595,male,group b,some college,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,50,63,58
18596,male,group b,some college,free/reduced,none,single,regularly,yes,7.0,school_bus,< 5,45,45,43
18597,female,group b,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,69,75,77
18598,male,group c,high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10,58,51,50
18599,male,group c,master's degree,free/reduced,completed,married,sometimes,no,3.0,unknown,< 5,81,81,86
18600,female,group e,high school,standard,completed,married,regularly,yes,0.0,school_bus,unknown,86,98,96
18601,male,unknown,high school,free/reduced,none,divorced,sometimes,yes,4.0,private,> 10,59,60,57
18602,male,group c,associate's degree,free/reduced,unknown,married,sometimes,yes,3.0,private,5 - 10,45,49,53
18603,female,group e,bachelor's degree,standard,none,single,never,yes,1.0,school_bus,< 5,76,81,79
18604,male,group a,some high school,free/reduced,none,married,regularly,no,1.0,private,5 - 10,58,48,46
18605,male,group b,some college,standard,completed,divorced,regularly,no,4.0,school_bus,< 5,67,67,72
18606,female,group e,associate's degree,free/reduced,completed,married,regularly,unknown,3.0,school_bus,5 - 10,74,74,74
18607,male,group d,some college,standard,none,single,never,no,3.0,school_bus,> 10,41,40,45
18608,male,group c,associate's degree,standard,none,single,regularly,yes,1.0,private,5 - 10,94,88,90
18609,female,group b,high school,standard,none,married,sometimes,unknown,3.0,school_bus,< 5,37,43,37
18610,female,group d,bachelor's degree,standard,unknown,married,regularly,yes,1.0,school_bus,5 - 10,85,83,91
18611,male,group c,master's degree,free/reduced,completed,married,never,yes,3.0,school_bus,5 - 10,77,82,81
18612,male,group e,bachelor's degree,free/reduced,none,divorced,regularly,yes,2.0,private,< 5,64,54,49
18613,female,group c,some college,free/reduced,completed,married,sometimes,no,1.0,private,> 10,78,86,92
18614,male,group c,unknown,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,84,85,87
18615,male,group c,some high school,standard,completed,married,sometimes,yes,0.0,private,< 5,50,51,50
18616,male,group e,high school,standard,completed,single,never,yes,3.0,private,5 - 10,89,83,82
18617,female,unknown,high school,free/reduced,none,divorced,sometimes,yes,2.0,private,5 - 10,64,67,61
18618,male,group d,high school,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,60,57,61
18619,male,group d,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,74,71,72
18620,female,group a,some high school,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,60,68,67
18621,female,group e,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,77,86,82
18622,male,group b,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,53,44,36
18623,male,group a,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,unknown,5 - 10,81,69,65
18624,female,group c,master's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,78,90,88
18625,female,group c,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,> 10,69,87,88
18626,female,group e,some college,free/reduced,completed,single,regularly,no,3.0,private,5 - 10,67,74,73
18627,female,group a,high school,standard,none,married,regularly,yes,0.0,school_bus,< 5,47,72,69
18628,female,group d,some college,standard,none,single,regularly,no,2.0,private,5 - 10,70,72,67
18629,female,group b,some high school,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,65,68,69
18630,female,group c,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,74,75,78
18631,male,group a,some high school,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,79,73,67
18632,female,group d,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,64,86,80
18633,male,group d,high school,standard,completed,single,regularly,no,5.0,school_bus,< 5,75,75,80
18634,male,group c,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,56,61,51
18635,male,group d,unknown,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,86,69,76
18636,female,group c,bachelor's degree,standard,completed,married,never,unknown,2.0,private,< 5,75,90,90
18637,male,unknown,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,41,35,36
18638,female,group c,associate's degree,free/reduced,none,divorced,regularly,no,7.0,private,5 - 10,56,74,65
18639,female,group e,associate's degree,standard,none,married,sometimes,yes,4.0,private,5 - 10,65,75,69
18640,male,group e,some college,standard,none,widowed,sometimes,yes,1.0,private,5 - 10,72,75,71
18641,male,group d,some college,standard,completed,widowed,regularly,yes,1.0,private,5 - 10,63,61,63
18642,female,group c,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,85,91,85
18643,male,group c,high school,standard,unknown,married,sometimes,no,1.0,school_bus,5 - 10,56,46,45
18644,male,group a,unknown,free/reduced,completed,divorced,sometimes,yes,1.0,unknown,< 5,53,57,54
18645,female,group e,some college,free/reduced,completed,married,sometimes,yes,6.0,school_bus,< 5,70,79,75
18646,male,group a,some college,standard,completed,single,sometimes,no,1.0,private,5 - 10,78,75,83
18647,male,group d,some college,free/reduced,completed,married,unknown,yes,4.0,school_bus,< 5,66,68,67
18648,female,group e,high school,free/reduced,completed,married,regularly,yes,2.0,private,5 - 10,80,87,95
18649,male,group d,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,95,84,87
18650,female,group c,some high school,standard,completed,married,regularly,yes,5.0,school_bus,5 - 10,57,68,67
18651,female,group c,high school,standard,completed,married,regularly,no,0.0,school_bus,5 - 10,65,68,68
18652,male,group e,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,> 10,89,85,80
18653,female,group e,some college,free/reduced,none,married,sometimes,yes,0.0,private,> 10,53,56,54
18654,male,unknown,some high school,standard,none,married,sometimes,no,1.0,private,< 5,82,82,82
18655,male,group c,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,73,61,56
18656,female,group c,some college,standard,none,single,regularly,yes,1.0,school_bus,> 10,90,92,88
18657,female,group b,some high school,standard,none,married,regularly,yes,0.0,school_bus,> 10,47,56,57
18658,female,group e,some high school,free/reduced,unknown,married,sometimes,unknown,1.0,school_bus,5 - 10,75,89,83
18659,female,group d,high school,standard,none,married,sometimes,yes,4.0,private,> 10,71,84,83
18660,male,group c,high school,standard,none,single,regularly,yes,3.0,unknown,5 - 10,62,70,69
18661,female,group c,some college,standard,none,single,sometimes,yes,0.0,unknown,< 5,65,73,72
18662,male,group e,associate's degree,standard,none,married,regularly,yes,5.0,school_bus,< 5,96,91,86
18663,female,group a,unknown,standard,none,married,never,yes,0.0,private,> 10,77,86,85
18664,female,group d,master's degree,standard,none,married,regularly,yes,0.0,private,< 5,96,100,100
18665,female,group c,master's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,48,51,52
18666,female,group b,high school,standard,none,married,sometimes,no,3.0,school_bus,< 5,60,60,58
18667,male,group b,some college,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,67,77,74
18668,male,group d,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,76,65,70
18669,male,group c,some college,standard,none,married,sometimes,unknown,2.0,private,5 - 10,93,81,81
18670,male,group c,bachelor's degree,standard,none,single,never,yes,2.0,school_bus,5 - 10,74,75,72
18671,male,group b,high school,standard,unknown,married,sometimes,no,1.0,school_bus,5 - 10,85,81,83
18672,male,group c,associate's degree,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,94,92,91
18673,male,group c,master's degree,free/reduced,none,single,sometimes,yes,3.0,private,5 - 10,54,57,51
18674,male,group c,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,63,61,60
18675,female,group e,associate's degree,standard,none,unknown,sometimes,yes,1.0,private,5 - 10,97,97,95
18676,male,unknown,some high school,free/reduced,completed,single,regularly,no,1.0,unknown,5 - 10,50,51,50
18677,female,group c,some high school,standard,unknown,single,regularly,unknown,0.0,school_bus,5 - 10,46,43,48
18678,male,group d,some high school,standard,completed,widowed,sometimes,yes,3.0,private,< 5,80,79,76
18679,female,group b,some college,free/reduced,completed,married,regularly,no,4.0,unknown,5 - 10,55,60,62
18680,male,group d,associate's degree,standard,none,married,regularly,yes,0.0,private,5 - 10,92,79,78
18681,female,group a,some college,standard,completed,unknown,regularly,yes,0.0,school_bus,> 10,89,91,100
18682,female,group d,high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,53,62,55
18683,male,group d,master's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,60,60,57
18684,male,group e,some college,free/reduced,none,divorced,sometimes,no,1.0,private,5 - 10,61,56,46
18685,female,group d,high school,free/reduced,none,married,sometimes,no,2.0,unknown,5 - 10,61,73,76
18686,male,group b,some college,free/reduced,none,married,regularly,yes,4.0,private,5 - 10,46,45,45
18687,female,group b,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,54,66,69
18688,female,group d,bachelor's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,85,94,93
18689,male,group b,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,66,57
18690,male,group a,some college,standard,completed,divorced,sometimes,yes,6.0,private,< 5,62,60,61
18691,female,group d,some high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,22,37,32
18692,female,group b,some high school,standard,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,72,81,82
18693,female,group c,some high school,free/reduced,completed,married,sometimes,yes,1.0,private,> 10,66,77,78
18694,female,group c,bachelor's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,85,96,100
18695,female,group d,some high school,standard,completed,single,regularly,no,0.0,school_bus,5 - 10,61,56,68
18696,male,group c,associate's degree,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,53,60,56
18697,female,group e,some college,standard,completed,divorced,sometimes,yes,3.0,school_bus,< 5,65,72,70
18698,female,group b,high school,standard,none,single,sometimes,no,3.0,private,< 5,53,49,50
18699,male,group b,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5,64,68,65
18700,male,group d,unknown,free/reduced,unknown,married,never,yes,3.0,school_bus,5 - 10,50,48,39
18701,male,group c,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,72,68,69
18702,male,unknown,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,83,77,76
18703,male,group a,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,57,53,47
18704,male,group b,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,84,71,72
18705,female,group c,some college,standard,none,single,regularly,unknown,0.0,private,< 5,67,77,74
18706,female,group d,some college,free/reduced,none,married,unknown,no,2.0,private,5 - 10,81,92,92
18707,male,group b,some high school,free/reduced,none,single,sometimes,no,4.0,private,5 - 10,68,67,66
18708,male,group b,high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,57,50,54
18709,female,group e,some high school,standard,completed,married,regularly,yes,0.0,unknown,5 - 10,97,96,97
18710,male,group d,associate's degree,free/reduced,none,single,regularly,no,3.0,private,5 - 10,71,65,64
18711,male,group e,some college,free/reduced,completed,married,regularly,yes,2.0,unknown,5 - 10,71,78,74
18712,male,group b,bachelor's degree,free/reduced,completed,single,never,unknown,1.0,private,unknown,47,57,51
18713,female,group b,some high school,standard,none,single,never,yes,5.0,school_bus,5 - 10,55,65,59
18714,male,group d,high school,standard,none,married,sometimes,yes,1.0,school_bus,unknown,66,65,67
18715,male,group c,some college,standard,completed,single,sometimes,yes,3.0,school_bus,< 5,84,75,76
18716,female,unknown,high school,free/reduced,none,married,sometimes,yes,7.0,school_bus,5 - 10,45,42,48
18717,male,group c,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,61,54,59
18718,female,group e,some college,free/reduced,none,single,regularly,yes,4.0,unknown,> 10,62,71,65
18719,male,group a,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,60,59,56
18720,male,group c,high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,54,55,49
18721,female,group b,master's degree,standard,none,unknown,sometimes,no,4.0,private,5 - 10,58,73,73
18722,male,group d,bachelor's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,> 10,66,71,77
18723,male,group d,bachelor's degree,free/reduced,none,divorced,regularly,no,5.0,private,< 5,64,71,69
18724,male,group b,some college,standard,none,married,regularly,no,4.0,school_bus,< 5,61,55,55
18725,female,group c,high school,free/reduced,unknown,single,regularly,no,1.0,school_bus,< 5,58,64,64
18726,male,group a,high school,standard,none,married,sometimes,no,0.0,school_bus,> 10,74,65,62
18727,male,group c,some high school,standard,none,divorced,sometimes,yes,0.0,unknown,5 - 10,44,53,46
18728,male,group c,high school,standard,none,married,sometimes,yes,2.0,unknown,5 - 10,76,82,72
18729,male,unknown,some high school,free/reduced,completed,married,sometimes,no,1.0,private,< 5,64,76,67
18730,male,group d,master's degree,free/reduced,none,single,never,yes,0.0,school_bus,5 - 10,65,65,66
18731,female,unknown,some high school,standard,completed,unknown,sometimes,yes,1.0,unknown,> 10,43,49,54
18732,male,group c,some high school,standard,none,married,sometimes,unknown,1.0,private,5 - 10,69,56,55
18733,female,group e,high school,free/reduced,completed,single,regularly,yes,1.0,school_bus,< 5,54,68,63
18734,female,group c,high school,standard,completed,married,regularly,no,3.0,private,5 - 10,85,96,98
18735,female,group d,bachelor's degree,free/reduced,completed,divorced,regularly,no,3.0,school_bus,< 5,73,90,91
18736,female,group c,unknown,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,48,69,66
18737,female,group c,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,47,54,50
18738,male,group d,high school,standard,none,married,sometimes,no,3.0,school_bus,> 10,89,87,83
18739,female,group b,some high school,standard,unknown,married,never,yes,3.0,unknown,5 - 10,75,75,73
18740,female,group c,some college,free/reduced,none,married,regularly,no,1.0,private,> 10,36,52,44
18741,male,group c,unknown,free/reduced,none,divorced,sometimes,yes,1.0,unknown,< 5,73,81,72
18742,male,group c,associate's degree,standard,completed,single,regularly,no,2.0,private,< 5,84,67,72
18743,female,group d,bachelor's degree,standard,none,married,sometimes,yes,2.0,unknown,< 5,89,97,98
18744,male,group d,some college,standard,none,unknown,regularly,yes,3.0,unknown,5 - 10,65,66,64
18745,male,group d,some college,standard,completed,divorced,sometimes,no,1.0,private,5 - 10,74,75,80
18746,male,group c,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,83,82,88
18747,female,group c,some college,free/reduced,completed,single,sometimes,yes,1.0,school_bus,5 - 10,70,82,83
18748,female,group c,some high school,standard,completed,divorced,sometimes,yes,1.0,private,5 - 10,63,74,73
18749,female,group d,some high school,free/reduced,completed,divorced,regularly,no,4.0,school_bus,5 - 10,32,57,60
18750,male,group d,associate's degree,standard,none,unknown,never,yes,1.0,private,5 - 10,73,69,62
18751,female,group c,some college,standard,none,married,sometimes,no,1.0,private,5 - 10,47,61,59
18752,male,group c,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,74,68,67
18753,female,unknown,unknown,standard,completed,divorced,regularly,no,3.0,private,< 5,90,92,97
18754,female,group d,some high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,60,53,58
18755,female,group b,master's degree,standard,completed,single,regularly,yes,1.0,private,< 5,86,100,100
18756,female,group b,master's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,63,63,61
18757,female,group c,associate's degree,standard,none,married,regularly,no,4.0,school_bus,> 10,84,91,83
18758,female,group d,some college,free/reduced,none,divorced,unknown,no,0.0,school_bus,5 - 10,25,40,33
18759,male,group c,some high school,free/reduced,unknown,single,never,no,4.0,school_bus,> 10,43,37,29
18760,female,group b,some college,free/reduced,completed,married,regularly,yes,2.0,unknown,< 5,47,58,60
18761,male,group e,some college,standard,completed,single,sometimes,yes,1.0,unknown,< 5,97,88,84
18762,male,group d,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,unknown,< 5,32,38,32
18763,female,group c,some college,standard,none,single,regularly,yes,1.0,unknown,< 5,76,84,78
18764,male,group d,associate's degree,standard,none,married,regularly,yes,2.0,private,> 10,64,61,61
18765,female,group e,bachelor's degree,standard,none,divorced,sometimes,yes,7.0,school_bus,> 10,67,76,71
18766,female,group b,associate's degree,free/reduced,none,married,regularly,unknown,4.0,school_bus,< 5,45,53,50
18767,male,group d,high school,free/reduced,none,married,regularly,yes,2.0,unknown,5 - 10,57,29,42
18768,female,unknown,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,66,77,76
18769,male,group d,bachelor's degree,standard,completed,married,sometimes,no,3.0,school_bus,> 10,95,89,94
18770,male,group c,some high school,standard,none,single,sometimes,yes,5.0,school_bus,5 - 10,56,50,46
18771,male,group e,some college,free/reduced,none,married,never,yes,1.0,school_bus,5 - 10,69,73,67
18772,female,group c,bachelor's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,75,82,83
18773,female,group c,associate's degree,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,59,71,74
18774,female,group c,high school,free/reduced,none,married,sometimes,yes,3.0,private,> 10,53,66,70
18775,male,group e,some college,standard,unknown,married,never,no,3.0,school_bus,< 5,78,79,77
18776,female,unknown,associate's degree,standard,unknown,married,sometimes,yes,1.0,private,< 5,50,58,54
18777,male,group b,high school,standard,none,married,sometimes,yes,1.0,school_bus,unknown,75,73,73
18778,female,group c,some high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,39,53,54
18779,female,group c,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,> 10,66,76,74
18780,female,group c,master's degree,standard,none,single,never,yes,3.0,private,5 - 10,75,72,75
18781,female,group d,some high school,standard,unknown,divorced,sometimes,yes,2.0,private,5 - 10,89,91,99
18782,male,group d,bachelor's degree,standard,none,single,sometimes,yes,2.0,private,5 - 10,55,61,60
18783,female,group d,master's degree,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,67,77,78
18784,female,group a,high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,78,98,96
18785,male,group d,some high school,free/reduced,none,divorced,regularly,yes,1.0,school_bus,< 5,68,62,58
18786,male,group d,some high school,standard,completed,married,regularly,no,1.0,private,< 5,96,86,92
18787,female,group b,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,43,53,57
18788,male,group d,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,81,64,75
18789,female,group d,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,89,96,90
18790,male,group b,master's degree,standard,none,married,never,no,3.0,school_bus,5 - 10,73,73,68
18791,male,group a,some college,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,52,48,49
18792,male,unknown,high school,free/reduced,none,single,sometimes,yes,4.0,unknown,5 - 10,68,67,53
18793,male,group c,bachelor's degree,standard,completed,single,sometimes,no,3.0,private,< 5,59,67,65
18794,female,group e,high school,free/reduced,completed,married,never,yes,3.0,school_bus,< 5,76,82,79
18795,male,group b,high school,standard,none,divorced,sometimes,yes,0.0,private,5 - 10,60,49,50
18796,female,group c,unknown,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,71,77,74
18797,male,group d,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,83,73,74
18798,female,group c,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,49,53,47
18799,female,group d,some college,free/reduced,completed,divorced,regularly,no,5.0,school_bus,> 10,54,66,73
18800,female,unknown,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,46,66,66
18801,male,group c,some high school,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,71,62,58
18802,female,group b,unknown,free/reduced,unknown,married,sometimes,yes,2.0,school_bus,5 - 10,64,84,77
18803,male,group c,high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,58,54,55
18804,female,group e,high school,standard,unknown,married,sometimes,yes,2.0,unknown,5 - 10,80,89,84
18805,female,unknown,some high school,standard,completed,married,sometimes,yes,3.0,private,< 5,72,69,73
18806,female,unknown,associate's degree,standard,none,married,regularly,yes,1.0,private,< 5,55,60,61
18807,male,group d,associate's degree,free/reduced,none,single,regularly,yes,2.0,school_bus,> 10,75,63,61
18808,female,group e,some high school,standard,unknown,single,sometimes,yes,1.0,school_bus,5 - 10,64,66,64
18809,female,group b,some college,standard,completed,married,regularly,yes,2.0,private,5 - 10,69,80,86
18810,male,group d,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,< 5,64,68,75
18811,male,group e,some college,free/reduced,none,married,sometimes,yes,4.0,unknown,< 5,72,71,60
18812,male,group e,high school,standard,none,married,regularly,yes,0.0,private,< 5,93,82,78
